Codigo;Descricao;Descricao_B;CEP;UF;SITUACAO;TIPO_LOCALIDADE;LOC_NU_SEQUENCIAL_SUB
8262;Tunas;Tunas;99330000;RS;0;M;0
8263;Túnel Verde;Túnel Verde (Cidreira);95598000;RS;0;D;7593
8264;Tupanci do Sul;Tupanci do Sul;99878000;RS;0;M;0
8265;Tupanciretã;Tupanciretã;98170000;RS;0;M;0
8266;Tupancy ou Vila Block;Tupancy ou Vila Block (São Sepé);97350000;RS;0;D;8172
8267;Tupandi;Tupandi;95775000;RS;0;M;0
8268;Tupantuba;Tupantuba (Santiago);97743000;RS;0;D;8102
8269;Tuparendi;Tuparendi;98940000;RS;0;M;0
8270;Tupi Silveira;Tupi Silveira (Hulha Negra);96465000;RS;0;D;7760
8271;Tupinambá;Tupinambá (Lagoa Vermelha);95304000;RS;0;D;7821
8272;Turuçu;Turuçu;96148000;RS;0;M;0
8273;Turvinho;Turvinho (Coronel Bicaco);98588000;RS;0;D;7617
8274;Ubiretama;Ubiretama;98898000;RS;0;M;0
8275;Umbu;Umbu (Cacequi);97460000;RS;0;D;7500
8276;União da Serra;União da Serra;99215000;RS;0;M;0
8277;Unistalda;Unistalda;97755000;RS;0;M;0
8278;Uruguaiana;Uruguaiana;;RS;1;M;0
8279;Vacacai;Vacacai (São Gabriel);97305000;RS;0;D;8126
8280;Vacaria;Vacaria;95200000;RS;0;M;0
8281;Valdástico;Valdástico (Encantado);95964000;RS;0;D;7667
8282;Vale do Rio Cai;Vale do Rio Cai (Nova Petrópolis);95170000;RS;0;D;7910
8283;Vale do Sol;Vale do Sol;96878000;RS;0;M;0
8284;Vale Real;Vale Real;95778000;RS;0;M;0
8285;Vale Veneto;Vale Veneto (São João do Polesine);97235000;RS;0;D;8132
8286;Vale Verde;Vale Verde;95833000;RS;0;M;0
8287;Vanini;Vanini;99290000;RS;0;M;0
8288;Venâncio Aires;Venâncio Aires;95800000;RS;0;M;0
8289;Vera Cruz;Vera Cruz;96880000;RS;0;M;0
8290;Veranópolis;Veranópolis;95330000;RS;0;M;0
8291;Vertentes;Vertentes (Uruguaiana);97520000;RS;0;D;8278
8292;Vespasiano Correa;Vespasiano Correa;95972000;RS;0;M;0
8293;Viadutos;Viadutos;99820000;RS;0;M;0
8294;Viamão;Viamão;;RS;1;M;0
8295;Vicente Dutra;Vicente Dutra;98450000;RS;0;M;0
8296;Victor Graeff;Victor Graeff;99350000;RS;0;M;0
8297;Vila Bender;Vila Bender (Crissiumal);98660000;RS;0;D;7628
8298;Vila Cruz;Vila Cruz (Nova Palma);97260000;RS;0;D;7909
8299;Vila Flores;Vila Flores;95334000;RS;0;M;0
8300;Vila Langaro;Vila Langaro;99955000;RS;0;M;0
8301;Vila Laranjeira;Vila Laranjeira (Santo Cristo);98968000;RS;0;D;8115
8302;Vila Maria;Vila Maria;99155000;RS;0;M;0
8303;Vila Nova do Sul;Vila Nova do Sul;97385000;RS;0;M;0
8304;Vila Rica;Vila Rica (Chapada);99545000;RS;0;D;7583
8305;Vila Seca;Vila Seca (Santo Ângelo);98847000;RS;0;D;8104
8306;Vila Turvo;Vila Turvo (Campo Novo);98573000;RS;0;D;7520
8307;Vista Alegre;Vista Alegre;98415000;RS;0;M;0
8308;Vista Alegre;Vista Alegre (Colorado);99465000;RS;0;D;7607
8309;Vista Alegre do Prata;Vista Alegre do Prata;95325000;RS;0;M;0
8310;Vista Gaúcha;Vista Gaúcha;98535000;RS;0;M;0
8311;Vitória;Vitória (Ibiaçá);99945000;RS;0;D;7764
8312;Vitória das Missões;Vitória das Missões;98850000;RS;0;M;0
8313;Volta Alegre;Volta Alegre (Espumoso);99410000;RS;0;D;7687
8314;Volta Fechada;Volta Fechada (Aratiba);99785000;RS;0;D;7417
8315;Volta Grande;Volta Grande (Alpestre);98495000;RS;0;D;7400
8316;Xadrez;Xadrez (Carazinho);99522000;RS;0;D;7554
8317;Xangri-Lá;Xangri-Lá;95588000;RS;0;M;0
8318;Novo Xingu;Novo Xingu;99687000;RS;0;M;0
8319;Abdon Batista;Abdon Batista;89636000;SC;0;M;0
8320;Abelardo Luz;Abelardo Luz;89830000;SC;0;M;0
8321;Agrolândia;Agrolândia;88420000;SC;0;M;0
8322;Agronômica;Agronômica;89188000;SC;0;M;0
8323;Água Doce;Água Doce;89654000;SC;0;M;0
8324;Águas Brancas;Águas Brancas (Urubici);88655000;SC;0;D;8747
8325;Águas Claras;Águas Claras (Mafra);89320000;SC;0;D;8543
8326;Águas de Chapecó;Águas de Chapecó;89883000;SC;0;M;0
8327;Águas Frias;Águas Frias;89843000;SC;0;M;0
8328;Águas Mornas;Águas Mornas;88150000;SC;0;M;0
8329;Aguti;Aguti (Nova Trento);88280000;SC;0;D;8579
8330;Aiurê;Aiurê (Grão Pará);88892000;SC;0;D;8466
8331;Alfredo Wagner;Alfredo Wagner;88450000;SC;0;M;0
8332;Alto Alegre;Alto Alegre (Capinzal);89666000;SC;0;D;8409
8333;Alto Bela Vista;Alto Bela Vista;89730000;SC;0;M;0
8334;Alto da Serra;Alto da Serra (Chapecó);89816300;SC;0;D;8419
8335;Anchieta;Anchieta;89970000;SC;0;M;0
8336;Angelina;Angelina;88460000;SC;0;M;0
8337;Anita Garibaldi;Anita Garibaldi;88590000;SC;0;M;0
8338;Anitápolis;Anitápolis;88475000;SC;0;M;0
8339;Anta Gorda;Anta Gorda (Videira);89564000;SC;0;D;8756
8340;Antônio Carlos;Antônio Carlos;88180000;SC;0;M;0
8341;Apiúna;Apiúna;89135000;SC;0;M;0
8342;Arabutã;Arabutã;89740000;SC;0;M;0
8343;Araquari;Araquari;89245000;SC;0;M;0
8344;Araranguá;Araranguá;88900000;SC;0;M;0
8345;Armazém;Armazém;88740000;SC;0;M;0
8346;Arnópolis;Arnópolis (Alfredo Wagner);88452000;SC;0;D;8331
8347;Arroio Trinta;Arroio Trinta;89590000;SC;0;M;0
8348;Arvoredo;Arvoredo;89778000;SC;0;M;0
8349;Ascurra;Ascurra;89138000;SC;0;M;0
8350;Atalanta;Atalanta;88410000;SC;0;M;0
8351;Aterrado Torto;Aterrado Torto (Pouso Redondo);89173000;SC;0;D;8624
8352;Aurora;Aurora;89186000;SC;0;M;0
8353;Azambuja;Azambuja (Pedras Grandes);88725000;SC;0;D;8601
8354;Baia Alta;Baia Alta (Ponte Serrada);89685000;SC;0;D;8621
8355;Balneário Arroio do Silva;Balneário Arroio do Silva;88914000;SC;0;M;0
8356;Balneário Barra do Sul;Balneário Barra do Sul;89247000;SC;0;M;0
8357;Balneário Camboriú;Balneário Camboriú;88330000;SC;0;M;0
8358;Balneário Gaivota;Balneário Gaivota;88955000;SC;0;M;0
8359;Balneário Morro dos Conventos;Balneário Morro dos Conventos (Araranguá);88911000;SC;0;D;8344
8360;Bandeirante;Bandeirante;89905000;SC;0;M;0
8361;Barra Bonita;Barra Bonita;89909000;SC;0;M;0
8362;Barra Clara;Barra Clara (Angelina);88465000;SC;0;D;8336
8363;Barra da Lagoa;Barra da Lagoa (Florianópolis);;SC;2;D;8452
8364;Barra da Prata;Barra da Prata (Vítor Meireles);89149000;SC;0;D;8761
8365;Barra Fria;Barra Fria (Erval Velho);89615000;SC;0;D;8444
8366;Barra Grande;Barra Grande (Faxinal dos Guedes);89696000;SC;0;D;8447
8367;Barra Velha;Barra Velha;88390000;SC;0;M;0
8368;Barreiros;Barreiros (São José);;SC;2;D;8700
8369;Barro Branco;Barro Branco (Lauro Müller);88882000;SC;0;D;8531
8370;Bateias de Baixo;Bateias de Baixo (Campo Alegre);89294600;SC;0;D;8400
8371;Bela Vista;Bela Vista (Campos Novos);89628000;SC;0;D;8403
8372;Bela Vista do Sul;Bela Vista do Sul (Mafra);89310000;SC;0;D;8543
8373;Bela Vista do Toldo;Bela Vista do Toldo;89478000;SC;0;M;0
8374;Belmonte;Belmonte;89925000;SC;0;M;0
8375;Benedito Novo;Benedito Novo;89124000;SC;0;M;0
8376;Biguaçu;Biguaçu;88160000;SC;0;M;0
8377;Blumenau;Blumenau;;SC;1;M;0
8378;Bocaína do Sul;Bocaína do Sul;88538000;SC;0;M;0
8379;Boiteuxburgo;Boiteuxburgo (Major Gercino);88265000;SC;0;D;8544
8380;Bom Jardim da Serra;Bom Jardim da Serra;88640000;SC;0;M;0
8381;Bom Jesus;Bom Jesus;89824000;SC;0;M;0
8382;Bom Jesus do Oeste;Bom Jesus do Oeste;89873000;SC;0;M;0
8383;Bom Retiro;Bom Retiro;88680000;SC;0;M;0
8384;Bom Sucesso;Bom Sucesso (Videira);89566000;SC;0;D;8756
8385;Bombinhas;Bombinhas;88215000;SC;0;M;0
8386;Botuverá;Botuverá;88370000;SC;0;M;0
8387;Braço do Norte;Braço do Norte;88750000;SC;0;M;0
8388;Braço do Trombudo;Braço do Trombudo;89178000;SC;0;M;0
8389;Brunópolis;Brunópolis;89634000;SC;0;M;0
8390;Brusque;Brusque;;SC;1;M;0
8391;Caçador;Caçador;89500000;SC;0;M;0
8392;Cachoeira de Fátima;Cachoeira de Fátima (Praia Grande);88993000;SC;0;D;8625
8393;Cachoeira do Bom Jesus;Cachoeira do Bom Jesus (Florianópolis);;SC;2;D;8452
8394;Caibi;Caibi;89888000;SC;0;M;0
8395;Calmon;Calmon;89430000;SC;0;M;0
8396;Camboriú;Camboriú;88340000;SC;0;M;0
8397;Cambuinzal;Cambuinzal (Xanxerê);89822000;SC;0;D;8763
8398;Campeche;Campeche (Florianópolis);;SC;2;D;8452
8399;Campinas;Campinas (São José);;SC;2;D;8700
8400;Campo Alegre;Campo Alegre;89294000;SC;0;M;0
8401;Campo Belo do Sul;Campo Belo do Sul;88580000;SC;0;M;0
8402;Campo Erê;Campo Erê;89980000;SC;0;M;0
8403;Campos Novos;Campos Novos;89620000;SC;0;M;0
8404;Canasvieiras;Canasvieiras (Florianópolis);;SC;2;D;8452
8405;Canelinha;Canelinha;88230000;SC;0;M;0
8406;Canoas;Canoas (Bom Retiro);88688000;SC;0;D;8383
8407;Canoinhas;Canoinhas;89460000;SC;0;M;0
8408;Capão Alto;Capão Alto;88548000;SC;0;M;0
8409;Capinzal;Capinzal;89665000;SC;0;M;0
8410;Capivari de Baixo;Capivari de Baixo;88745000;SC;0;M;0
8411;Caraíba;Caraíba (Seara);89772000;SC;0;D;8719
8412;Catanduvas;Catanduvas;89670000;SC;0;M;0
8413;Catuíra;Catuíra (Alfredo Wagner);88453000;SC;0;D;8331
8414;Caxambu do Sul;Caxambu do Sul;89880000;SC;0;M;0
8415;Cedro Alto;Cedro Alto (Rio dos Cedros);89122000;SC;0;D;8652
8416;Celso Ramos;Celso Ramos;88598000;SC;0;M;0
8417;Cerro Negro;Cerro Negro;88585000;SC;0;M;0
8418;Chapadão do Lageado;Chapadão do Lageado;88407000;SC;0;M;0
8419;Chapecó;Chapecó;;SC;1;M;0
8420;Claraíba;Claraíba (Nova Trento);88275000;SC;0;D;8579
8421;Cocal do Sul;Cocal do Sul;88845000;SC;0;M;0
8422;Colônia Santa Tereza;Colônia Santa Tereza (São José);;SC;2;P;8700
8424;Concórdia;Concórdia;89700000;SC;0;M;0
8425;Cordilheira Alta;Cordilheira Alta;89819000;SC;0;M;0
8426;Coronel Freitas;Coronel Freitas;89840000;SC;0;M;0
8427;Coronel Martins;Coronel Martins;89837000;SC;0;M;0
8428;Correia Pinto;Correia Pinto;88535000;SC;0;M;0
8429;Corupá;Corupá;89280000;SC;0;M;0
8430;Criciúma;Criciúma;;SC;1;M;0
8431;Cunha Porã;Cunha Porã;89890000;SC;0;M;0
8432;Cunhataí;Cunhataí;89886000;SC;0;M;0
8433;Curitibanos;Curitibanos;89520000;SC;0;M;0
8434;Dal Pai;Dal Pai (Campos Novos);89626000;SC;0;D;8403
8435;Dalbérgia;Dalbérgia (Ibirama);89143000;SC;0;D;8482
8436;Descanso;Descanso;89910000;SC;0;M;0
8437;Dionísio Cerqueira;Dionísio Cerqueira;89950000;SC;0;M;0
8438;Dona Emma;Dona Emma;89155000;SC;0;M;0
8439;Doutor Pedrinho;Doutor Pedrinho;89126000;SC;0;M;0
8440;Engenho Velho;Engenho Velho (Concórdia);89720000;SC;0;D;8424
8441;Enseada de Brito;Enseada de Brito (Palhoça);88139000;SC;0;D;8589
8442;Entre Rios;Entre Rios;89862000;SC;0;M;0
8443;Ermo;Ermo;88935000;SC;0;M;0
8444;Erval Velho;Erval Velho;89613000;SC;0;M;0
8445;Espinilho;Espinilho (Campos Novos);89622000;SC;0;D;8403
8446;Estação Cocal;Estação Cocal (Morro da Fumaça);88835000;SC;0;D;8568
8447;Faxinal dos Guedes;Faxinal dos Guedes;89694000;SC;0;M;0
8448;Fazenda Zandavalli;Fazenda Zandavalli (Guatambú);89817500;SC;0;D;8475
8449;Felipe Schmidt;Felipe Schmidt (Canoinhas);89473000;SC;0;D;8407
8450;Figueira;Figueira (Chapecó);89816400;SC;0;D;8419
8451;Flor do Sertão;Flor do Sertão;89878000;SC;0;M;0
8452;Florianópolis;Florianópolis;;SC;1;M;0
8453;Formosa do Sul;Formosa do Sul;89859000;SC;0;M;0
8454;Forquilhinha;Forquilhinha;88850000;SC;0;M;0
8455;Fragosos;Fragosos (Campo Alegre);89294800;SC;0;D;8400
8456;Fraiburgo;Fraiburgo;89580000;SC;0;M;0
8457;Frederico Wastner;Frederico Wastner (São Lourenço do Oeste);89994000;SC;0;D;8705
8458;Frei Rogério;Frei Rogério;89530000;SC;0;M;0
8459;Galvão;Galvão;89838000;SC;0;M;0
8460;Garcia;Garcia (Angelina);88463000;SC;0;D;8336
8461;Garopaba;Garopaba;88495000;SC;0;M;0
8462;Garuva;Garuva;89248000;SC;0;M;0
8463;Gaspar;Gaspar;89110000;SC;0;M;0
8464;Goio-En;Goio-En (Chapecó);89816200;SC;0;D;8419
8465;Governador Celso Ramos;Governador Celso Ramos;88190000;SC;0;M;0
8466;Grão Pará;Grão Pará;88890000;SC;0;M;0
8467;Grápia;Grápia (Paraíso);89907000;SC;0;D;8595
8468;Gravatal;Gravatal;88735000;SC;0;M;0
8469;Guabiruba;Guabiruba;88360000;SC;0;M;0
8470;Guaporanga;Guaporanga (Biguaçu);88165000;SC;0;D;8376
8471;Guaraciaba;Guaraciaba;89920000;SC;0;M;0
8472;Guaramirim;Guaramirim;89270000;SC;0;M;0
8473;Guarujá do Sul;Guarujá do Sul;89940000;SC;0;M;0
8474;Guatá;Guatá (Lauro Müller);88884000;SC;0;D;8531
8475;Guatambú;Guatambú;89817000;SC;0;M;0
8476;Hercílio Luz;Hercílio Luz (Araranguá);88913000;SC;0;D;8344
8477;Herciliópolis;Herciliópolis (Água Doce);89657000;SC;0;D;8323
8478;Herval D'Oeste;Herval D'Oeste;89610000;SC;0;M;0
8479;Ibiam;Ibiam;89652000;SC;0;M;0
8480;Ibicaré;Ibicaré;89640000;SC;0;M;0
8481;Ibicuí;Ibicuí (Campos Novos);89631000;SC;0;D;8403
8482;Ibirama;Ibirama;89140000;SC;0;M;0
8483;Içara;Içara;88820000;SC;0;M;0
8484;Ilhota;Ilhota;88320000;SC;0;M;0
8485;Imaruí;Imaruí;88770000;SC;0;M;0
8486;Imbituba;Imbituba;88780000;SC;0;M;0
8487;Imbuia;Imbuia;88440000;SC;0;M;0
8488;Indaial;Indaial;89130000;SC;0;M;0
8489;Índios;Índios (Lages);88533000;SC;0;D;8525
8490;Ingleses do Rio Vermelho;Ingleses do Rio Vermelho (Florianópolis);;SC;2;D;8452
8491;Invernada;Invernada (Grão Pará);88895000;SC;0;D;8466
8492;Iomerê;Iomerê;89558000;SC;0;M;0
8493;Ipira;Ipira;89669000;SC;0;M;0
8494;Ipoméia;Ipoméia (Rio das Antas);89555000;SC;0;D;8646
8495;Iporã do Oeste;Iporã do Oeste;89899000;SC;0;M;0
8496;Ipuaçu;Ipuaçu;89832000;SC;0;M;0
8497;Ipumirim;Ipumirim;89790000;SC;0;M;0
8498;Iraceminha;Iraceminha;89891000;SC;0;M;0
8499;Irakitan;Irakitan (Tangará);89646000;SC;0;D;8728
8500;Irani;Irani;89680000;SC;0;M;0
8501;Iraputã;Iraputã (Itaiópolis);89344000;SC;0;D;8506
8502;Irati;Irati;89856000;SC;0;M;0
8503;Irineópolis;Irineópolis;89440000;SC;0;M;0
8504;Itá;Itá;89760000;SC;0;M;0
8505;Itaió;Itaió (Itaiópolis);89348000;SC;0;D;8506
8506;Itaiópolis;Itaiópolis;89340000;SC;0;M;0
8507;Itajaí;Itajaí;;SC;1;M;0
8508;Itajubá;Itajubá (Descanso);89913000;SC;0;D;8436
8509;Itapema;Itapema;88220000;SC;0;M;0
8510;Itapiranga;Itapiranga;89896000;SC;0;M;0
8511;Itapoá;Itapoá;89249000;SC;0;M;0
8512;Itapocu;Itapocu (Araquari);89246000;SC;0;D;8343
8513;Itoupava;Itoupava (Blumenau);;SC;2;D;8377
8514;Ituporanga;Ituporanga;88400000;SC;0;M;0
8515;Jaborá;Jaborá;89677000;SC;0;M;0
8516;Jacinto Machado;Jacinto Machado;88950000;SC;0;M;0
8517;Jaguaruna;Jaguaruna;88715000;SC;0;M;0
8518;Jaraguá do Sul;Jaraguá do Sul;;SC;1;M;0
8519;Jardinópolis;Jardinópolis;89848000;SC;0;M;0
8520;Joaçaba;Joaçaba;89600000;SC;0;M;0
8521;Joinville;Joinville;;SC;1;M;0
8522;José Boiteux;José Boiteux;89145000;SC;0;M;0
8523;Jupiá;Jupiá;89839000;SC;0;M;0
8524;Lacerdópolis;Lacerdópolis;89660000;SC;0;M;0
8525;Lages;Lages;;SC;1;M;0
8526;Lagoa;Lagoa (Florianópolis);;SC;2;D;8452
8527;Lagoa da Estiva;Lagoa da Estiva (Anita Garibaldi);88595000;SC;0;D;8337
8528;Laguna;Laguna;88790000;SC;0;M;0
8529;Lajeado Grande;Lajeado Grande;89828000;SC;0;M;0
8530;Laurentino;Laurentino;89170000;SC;0;M;0
8531;Lauro Müller;Lauro Müller;88880000;SC;0;M;0
8532;Leão;Leão (Campos Novos);89632000;SC;0;D;8403
8533;Lebon Régis;Lebon Régis;89515000;SC;0;M;0
8534;Leoberto Leal;Leoberto Leal;88445000;SC;0;M;0
8535;Lindóia do Sul;Lindóia do Sul;89735000;SC;0;M;0
8536;Linha das Palmeiras;Linha das Palmeiras (Xavantina);89785000;SC;0;D;8764
8537;Lontras;Lontras;89182000;SC;0;M;0
8538;Lourdes;Lourdes (Videira);89568000;SC;0;D;8756
8539;Luiz Alves;Luiz Alves;89115000;SC;0;M;0
8540;Luzerna;Luzerna;89609000;SC;0;M;0
8541;Machados;Machados (Navegantes);88378000;SC;0;D;8571
8542;Macieira;Macieira;89518000;SC;0;M;0
8543;Mafra;Mafra;89300000;SC;0;M;0
8544;Major Gercino;Major Gercino;88260000;SC;0;M;0
8545;Major Vieira;Major Vieira;89480000;SC;0;M;0
8546;Maracajá;Maracajá;88915000;SC;0;M;0
8547;Marari;Marari (Tangará);89648000;SC;0;D;8728
8548;Maratá;Maratá (São Domingos);89836000;SC;0;D;8691
8549;Maravilha;Maravilha;89874000;SC;0;M;0
8550;Marcílio Dias;Marcílio Dias (Canoinhas);89465000;SC;0;D;8407
8551;Marechal Bormann;Marechal Bormann (Chapecó);89816100;SC;0;D;8419
8552;Marema;Marema;89860000;SC;0;M;0
8553;Mariflor;Mariflor (São José do Cedro);89933000;SC;0;D;8701
8554;Marombas;Marombas (Brunópolis);89635000;SC;0;D;8389
8555;Marombas Bossardi;Marombas Bossardi (Curitibanos);89528000;SC;0;D;8433
8556;Massaranduba;Massaranduba;89108000;SC;0;M;0
8557;Matos Costa;Matos Costa;89420000;SC;0;M;0
8558;Meleiro;Meleiro;88920000;SC;0;M;0
8559;Mirador;Mirador (Presidente Getúlio);89153000;SC;0;D;8628
8560;Mirim;Mirim (Imbituba);88787000;SC;0;D;8486
8561;Mirim Doce;Mirim Doce;89194000;SC;0;M;0
8562;Modelo;Modelo;89872000;SC;0;M;0
8563;Mondaí;Mondaí;89893000;SC;0;M;0
8564;Monte Alegre;Monte Alegre (Camboriú);88348000;SC;0;D;8396
8565;Monte Carlo;Monte Carlo;89618000;SC;0;M;0
8566;Monte Castelo;Monte Castelo;89380000;SC;0;M;0
8567;Morro Chato;Morro Chato (Turvo);88934000;SC;0;D;8745
8568;Morro da Fumaça;Morro da Fumaça;88830000;SC;0;M;0
8569;Morro do Meio;Morro do Meio (Joinville);;SC;2;P;8521
8570;Morro Grande;Morro Grande;88925000;SC;0;M;0
8571;Navegantes;Navegantes;88375000;SC;0;M;0
8572;Nossa Senhora de Caravaggio;Nossa Senhora de Caravaggio (Nova Veneza);88868000;SC;0;D;8580
8573;Nova Cultura;Nova Cultura (Papanduva);89375000;SC;0;D;8594
8574;Nova Erechim;Nova Erechim;89865000;SC;0;M;0
8575;Nova Guarita;Nova Guarita (Sombrio);88964000;SC;0;D;8724
8576;Nova Itaberaba;Nova Itaberaba;89818000;SC;0;M;0
8577;Nova Petrópolis;Nova Petrópolis (Joaçaba);89607000;SC;0;D;8520
8578;Nova Teutônia;Nova Teutônia (Seara);89775000;SC;0;D;8719
8579;Nova Trento;Nova Trento;88270000;SC;0;M;0
8580;Nova Veneza;Nova Veneza;88865000;SC;0;M;0
8581;Novo Horizonte;Novo Horizonte;89998000;SC;0;M;0
8582;Orleans;Orleans;88870000;SC;0;M;0
8583;Otacílio Costa;Otacílio Costa;88540000;SC;0;M;0
8584;Ouro;Ouro;89663000;SC;0;M;0
8585;Ouro Verde;Ouro Verde;89834000;SC;0;M;0
8586;Ouro Verde;Ouro Verde (Guaraciaba);89923000;SC;0;D;8471
8587;Paial;Paial;89765000;SC;0;M;0
8588;Painel;Painel;88543000;SC;0;M;0
8589;Palhoça;Palhoça;;SC;1;M;0
8590;Palma Sola;Palma Sola;89985000;SC;0;M;0
8591;Palmeira;Palmeira;88545000;SC;0;M;0
8592;Palmitos;Palmitos;89887000;SC;0;M;0
8593;Pântano do Sul;Pântano do Sul (Florianópolis);;SC;2;D;8452
8594;Papanduva;Papanduva;89370000;SC;0;M;0
8595;Paraíso;Paraíso;89906000;SC;0;M;0
8596;Passo de Torres;Passo de Torres;88980000;SC;0;M;0
8597;Passo Manso;Passo Manso (Taió);89192000;SC;0;D;8727
8598;Passos Maia;Passos Maia;89687000;SC;0;M;0
8599;Paula Pereira;Paula Pereira (Canoinhas);89470000;SC;0;D;8407
8600;Paulo Lopes;Paulo Lopes;88490000;SC;0;M;0
8601;Pedras Grandes;Pedras Grandes;88720000;SC;0;M;0
8602;Penha;Penha;88385000;SC;0;M;0
8603;Pericó;Pericó (São Joaquim);88615000;SC;0;D;8699
8604;Peritiba;Peritiba;89750000;SC;0;M;0
8605;Pescaria Brava;Pescaria Brava (Laguna);88798000;SC;0;D;8528
8606;Petrolândia;Petrolândia;88430000;SC;0;M;0
8607;Piçarras;Piçarras;88380000;SC;0;M;0
8608;Pindotiba;Pindotiba (Orleans);88873000;SC;0;D;8582
8609;Pinhalzinho;Pinhalzinho;89870000;SC;0;M;0
8610;Pinheiral;Pinheiral (Major Gercino);88268000;SC;0;D;8544
8611;Pinheiro Preto;Pinheiro Preto;89570000;SC;0;M;0
8612;Pinheiros;Pinheiros (Canoinhas);89476000;SC;0;D;8407
8613;Pirabeiraba;Pirabeiraba (Joinville);;SC;2;D;8521
8614;Piratuba;Piratuba;89667000;SC;0;M;0
8615;Planalto;Planalto (Concórdia);89728000;SC;0;D;8424
8616;Planalto Alegre;Planalto Alegre;89882000;SC;0;M;0
8617;Poço Preto;Poço Preto (Irineópolis);89450000;SC;0;D;8503
8618;Pomerode;Pomerode;89107000;SC;0;M;0
8619;Ponte Alta;Ponte Alta;88550000;SC;0;M;0
8620;Ponte Alta do Norte;Ponte Alta do Norte;89535000;SC;0;M;0
8621;Ponte Serrada;Ponte Serrada;89683000;SC;0;M;0
8622;Porto Belo;Porto Belo;88210000;SC;0;M;0
8623;Porto União;Porto União;89400000;SC;0;M;0
8624;Pouso Redondo;Pouso Redondo;89172000;SC;0;M;0
8625;Praia Grande;Praia Grande;88990000;SC;0;M;0
8626;Prata;Prata (São Miguel do Oeste);89904000;SC;0;D;8708
8627;Presidente Castelo Branco;Presidente Castelo Branco;89745000;SC;0;M;0
8628;Presidente Getúlio;Presidente Getúlio;89150000;SC;0;M;0
8629;Presidente Juscelino;Presidente Juscelino (São Lourenço do Oeste);89992000;SC;0;D;8705
8630;Presidente Kennedy;Presidente Kennedy (Concórdia);89725000;SC;0;D;8424
8631;Presidente Nereu;Presidente Nereu;89184000;SC;0;M;0
8632;Princesa;Princesa;89935000;SC;0;M;0
8633;Quarta Linha;Quarta Linha (Criciúma);;SC;2;P;8430
8634;Quilombo;Quilombo;89850000;SC;0;M;0
8635;Quilômetro Doze;Quilômetro Doze (Itajaí);;SC;2;P;8507
8636;Rancho Queimado;Rancho Queimado;88470000;SC;0;M;0
8637;Ratones;Ratones (Florianópolis);;SC;2;D;8452
8638;Residência Fuck;Residência Fuck (Monte Castelo);89384000;SC;0;D;8566
8639;Ribeirão da Ilha;Ribeirão da Ilha (Florianópolis);;SC;2;D;8452
8640;Ribeirão Pequeno;Ribeirão Pequeno (Laguna);88794000;SC;0;D;8528
8641;Rio Antinha;Rio Antinha (Petrolândia);88435000;SC;0;D;8606
8642;Rio Bonito;Rio Bonito (Ituporanga);88405000;SC;0;D;8514
8643;Rio D'Una;Rio D'Una (Imaruí);88775000;SC;0;D;8485
8644;Rio da Anta;Rio da Anta (Itaiópolis);89346000;SC;0;D;8506
8645;Rio da Luz;Rio da Luz (Jaraguá do Sul);89250000;SC;0;P;8518
8646;Rio das Antas;Rio das Antas;89550000;SC;0;M;0
8647;Rio das Furnas;Rio das Furnas (Orleans);88872000;SC;0;D;8582
8648;Rio do Campo;Rio do Campo;89198000;SC;0;M;0
8649;Rio do Oeste;Rio do Oeste;89180000;SC;0;M;0
8650;Rio do Sul;Rio do Sul;89160000;SC;0;M;0
8651;Rio dos Bugres;Rio dos Bugres (Ituporanga);88403000;SC;0;D;8514
8652;Rio dos Cedros;Rio dos Cedros;89121000;SC;0;M;0
8653;Rio Fortuna;Rio Fortuna;88760000;SC;0;M;0
8654;Rio Maina;Rio Maina (Criciúma);;SC;2;D;8430
8655;Rio Negrinho;Rio Negrinho;89295000;SC;0;M;0
8656;Rio Preto do Sul;Rio Preto do Sul (Mafra);89315000;SC;0;D;8543
8657;Rio Rufino;Rio Rufino;88658000;SC;0;M;0
8658;Riqueza;Riqueza;89895000;SC;0;M;0
8659;Rodeio;Rodeio;89136000;SC;0;M;0
8660;Romelândia;Romelândia;89908000;SC;0;M;0
8661;Sai;Sai (São Francisco do Sul);89243000;SC;0;D;8692
8662;Salete;Salete;89196000;SC;0;M;0
8663;Saltinho;Saltinho;89981000;SC;0;M;0
8664;Salto Veloso;Salto Veloso;89595000;SC;0;M;0
8665;Sanga da Toca;Sanga da Toca (Araranguá);88912000;SC;0;D;8344
8666;Sangão;Sangão;88717000;SC;0;M;0
8667;Santa Cecília;Santa Cecília;89540000;SC;0;M;0
8668;Santa Cruz do Timbó;Santa Cruz do Timbó (Porto União);89410000;SC;0;D;8623
8669;Santa Helena;Santa Helena;89915000;SC;0;M;0
8670;Santa Helena;Santa Helena (Joaçaba);89608000;SC;0;D;8520
8671;Santa Izabel;Santa Izabel (São Joaquim);88620000;SC;0;D;8699
8672;Santa Lúcia;Santa Lúcia (Ouro);89664000;SC;0;D;8584
8673;Santa Lúcia;Santa Lúcia (Palmitos);89887500;SC;0;D;8592
8674;Santa Maria;Santa Maria (Benedito Novo);89125000;SC;0;D;8375
8675;Santa Rosa de Lima;Santa Rosa de Lima;88763000;SC;0;M;0
8676;Santa Rosa do Sul;Santa Rosa do Sul;88965000;SC;0;M;0
